0.3945,0.3242,0.813,0.276,0.6953,0.05173,0.1494,0.1598,0.3757,0.5054,0.858,0.05182,0.89,0.03357,0.3872,0.7856,0.741,0.482,0.976,0.1477,0.6167,0.0407,0.11365,0.4575,0.649,0.8325,0.6987,0.9146,0.81,0.5366,0.1544,0.9688,0.4666,0.6626,0.03607,0.9717,0.4712,0.3977,0.9297,0.06146,0.093,0.98,0.9634,0.1337,0.0157,0.745,0.2053,0.2874,0.5083,1.0,0.8203,0.0874,0.916,0.6597,0.864,0.2319,0.3506,0.6523,0.4575,0.2512,0.1405,0.663,0.6646,0.2217
0.4128,0.346,0.8364,0.2896,0.732,0.02873,0.1437,0.1656,0.326,0.4473,0.8687,0.03625,0.885,0.06714,0.3757,0.7856,0.753,0.4531,0.958,0.1534,0.5854,0.06396,0.0852,0.4788,0.6313,0.8135,0.7407,0.9146,0.795,0.514,0.10065,0.9634,0.4727,0.699,0.04123,0.9365,0.4597,0.4033,0.9546,0.0838,0.1047,0.9604,0.9634,0.1454,0.02618,0.791,0.1685,0.2659,0.5083,0.9663,0.874,0.07104,0.937,0.623,0.881,0.268,0.3867,0.7065,0.451,0.2406,0.1135,0.6904,0.6587,0.2595
0.4036,0.3838,0.813,0.2827,0.732,0.01724,0.1265,0.148,0.2983,0.4526,0.8745,0.04663,0.8535,0.06714,0.3757,0.7856,0.741,0.4604,0.982,0.1477,0.5854,0.06976,0.1023,0.4841,0.649,0.8325,0.7407,0.9097,0.795,0.5195,0.1276,0.9688,0.4546,0.687,0.03093,0.9365,0.477,0.409,0.96,0.0838,0.0988,0.967,0.9634,0.1279,0.02094,0.796,0.1842,0.2766,0.503,0.9546,0.844,0.06555,0.937,0.6387,0.864,0.268,0.397,0.701,0.4248,0.2406,0.1351,0.679,0.6704,0.2324
0.4128,0.362,0.813,0.2896,0.738,0.05173,0.1494,0.1716,0.315,0.4473,0.858,0.057,0.869,0.07385,0.3643,0.7803,0.736,0.4749,0.958,0.1421,0.58,0.06396,0.0909,0.5,0.6724,0.8447,0.7407,0.9146,0.8154,0.5366,0.1276,0.974,0.4607,0.699,0.05154,0.9224,0.4827,0.409,0.9497,0.07263,0.0988,0.9604,0.9634,0.1279,0.02094,0.781,0.179,0.282,0.4917,0.9663,0.8564,0.07104,0.9263,0.6333,0.858,0.2578,0.397,0.701,0.4443,0.246,0.1351,0.679,0.6587,0.2433
0.4312,0.362,0.8013,0.276,0.7256,0.0345,0.138,0.1538,0.304,0.4946,0.8745,0.0725,0.8584,0.09393,0.3643,0.7803,0.736,0.446,0.97,0.1477,0.57,0.07556,0.0909,0.5107,0.643,0.82,0.729,0.9346,0.7896,0.548,0.10736,0.9897,0.4849,0.687,0.05154,0.9014,0.5,0.4253,0.945,0.07263,0.1047,0.967,0.958,0.1163,0.04712,0.781,0.1737,0.2766,0.475,0.932,0.868,0.06012,0.9263,0.6333,0.858,0.2732,0.3867,0.679,0.4248,0.2354,0.1351,0.6904,0.653,0.265
0.422,0.362,0.8247,0.2827,0.732,0.0345,0.1552,0.1598,0.3093,0.458,0.8745,0.05182,0.864,0.08057,0.3699,0.7856,0.736,0.4531,0.976,0.1421,0.58,0.06396,0.0852,0.4841,0.6606,0.8325,0.7407,0.9194,0.7896,0.5254,0.1208,0.9688,0.4666,0.6934,0.0464,0.9155,0.4712,0.4253,0.9497,0.0782,0.093,0.967,0.9634,0.1279,0.02094,0.781,0.179,0.282,0.4807,0.9663,0.868,0.0765,0.942,0.6333,0.864,0.2578,0.397,0.696,0.438,0.2512,0.1298,0.679,0.653,0.2487
0.422,0.3567,0.8247,0.276,0.7134,0.04022,0.138,0.1656,0.326,0.4736,0.8687,0.04663,0.864,0.10736,0.3757,0.775,0.741,0.4604,0.97,0.1477,0.575,0.06396,0.1023,0.5,0.649,0.826,0.735,0.9194,0.7896,0.5366,0.1276,0.979,0.4607,0.687,0.0464,0.9507,0.4712,0.409,0.94,0.0782,0.0988,0.967,0.9526,0.1221,0.0157,0.796,0.1685,0.2766,0.4917,0.9604,0.8564,0.06555,0.942,0.6333,0.864,0.263,0.3918,0.696,0.4443,0.2566,0.1189,0.6904,0.6587,0.2433
0.4128,0.3567,0.819,0.2827,0.7197,0.0345,0.1437,0.1598,0.3206,0.458,0.8745,0.05182,0.864,0.07385,0.3757,0.7856,0.747,0.4604,0.97,0.1477,0.575,0.06396,0.0852,0.4946,0.649,0.8325,0.747,0.9194,0.7896,0.5254,0.1208,0.974,0.4727,0.699,0.0464,0.9297,0.4712,0.4253,0.9497,0.0782,0.0988,0.967,0.9634,0.1337,0.0314,0.7856,0.179,0.2766,0.486,0.9546,0.8623,0.0765,0.937,0.6284,0.869,0.263,0.397,0.701,0.438,0.2512,0.1243,0.6846,0.6587,0.2433
0.4128,0.3567,0.819,0.2827,0.7197,0.0345,0.1437,0.1656,0.3206,0.458,0.8745,0.05182,0.864,0.07385,0.3757,0.7856,0.741,0.4604,0.97,0.1477,0.575,0.06396,0.0852,0.4946,0.655,0.8325,0.747,0.9146,0.7896,0.5254,0.1208,0.974,0.4727,0.699,0.0464,0.9297,0.4712,0.42,0.9497,0.0782,0.0988,0.967,0.9634,0.1337,0.02618,0.7856,0.179,0.2766,0.4917,0.9546,0.8623,0.0765,0.937,0.6284,0.869,0.263,0.3918,0.701,0.438,0.2512,0.1243,0.6846,0.6587,0.2433
0.4128,0.3513,0.819,0.276,0.7134,0.04022,0.138,0.1538,0.304,0.4685,0.88,0.04663,0.869,0.07385,0.3699,0.7856,0.736,0.4604,0.976,0.1534,0.57,0.07556,0.0966,0.4893,0.649,0.82,0.7593,0.9146,0.7896,0.5312,0.1141,0.974,0.4666,0.6934,0.05154,0.9155,0.4712,0.4253,0.9497,0.0782,0.0988,0.9604,0.9683,0.1279,0.0314,0.781,0.179,0.282,0.4917,0.9604,0.8623,0.07104,0.937,0.6284,0.864,0.263,0.3918,0.6904,0.438,0.2512,0.1135,0.674,0.6763,0.2378
